,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,Label
39,-1.48,-0.91,-1.7,-13.44,3,4.5,-5.1,-9.74,0.55,0.29,0.47,-0.7,0.46,2924,W
40,-1.6,-0.09,-1.33,-13.44,3,4.5,-5.1,-9.74,0.55,0.29,0.47,-0.7,0.46,2944,W
41,-1.6,-0.09,-1.33,-13.44,3,4.5,-5.55,-9.36,-0.14,0.29,0.47,-0.7,0.46,2959,W
42,-1.21,0.58,-1.12,-13.44,3,4.5,-5.55,-9.36,-0.14,0.29,0.47,-0.7,0.46,2977,W
43,-1.21,0.58,-1.12,-13.44,3,4.5,-5.55,-9.36,-0.14,-0.05,0.73,-0.67,0.13,2992,W
44,-1.21,0.58,-1.12,-13.44,3,4.5,-5.14,-8.51,0.2,-0.05,0.73,-0.67,0.13,3026,W
45,-0.86,0.82,-0.92,-13.44,3,4.5,-5.14,-8.51,0.2,-0.05,0.73,-0.67,0.13,3044,W
46,-0.86,0.82,-0.92,-13.44,3,4.5,-5.14,-8.21,0.39,-0.05,0.73,-0.67,0.13,3058,W
47,-0.86,0.82,-0.92,-13.44,3,4.5,-5.14,-8.93,0.51,-0.05,0.73,-0.67,0.13,3071,W
48,-0.41,0.91,-0.48,-13.44,3,4.5,-5.14,-8.93,0.51,-0.05,0.73,-0.67,0.13,3143,W
49,-0.41,0.91,-0.48,-13.44,3,4.5,-5.17,-9.13,0.7,-0.05,0.73,-0.67,0.13,3381,W
50,-0.41,0.91,-0.48,-13.44,3,4.5,-3.34,-8.09,0.89,-0.05,0.73,-0.67,0.13,3402,W
51,-0.41,0.91,-0.48,-13.44,3,4.5,-1.73,-13.38,1.31,-0.05,0.73,-0.67,0.13,3415,W
52,1.39,-0.67,2.26,-13.44,3,4.5,-1.73,-13.38,1.31,-0.05,0.73,-0.67,0.13,3444,W
53,1.39,-0.67,2.26,-13.44,3,4.5,-2.87,-14.18,1.81,-0.05,0.73,-0.67,0.13,3466,W
54,1.58,0.91,3,-13.44,3,4.5,-2.87,-14.18,1.81,-0.05,0.73,-0.67,0.13,3624,W
55,1.58,0.91,3,-13.44,3,4.5,-2.87,-14.18,1.81,0.11,0.65,-0.74,0.17,3653,W
56,1.58,0.91,3,-13.44,3,4.5,-5.17,-7.17,2,0.11,0.65,-0.74,0.17,3667,W
57,0.7,-0.47,2.29,-13.44,3,4.5,-5.17,-7.17,2,0.11,0.65,-0.74,0.17,3683,W
58,0.7,-0.47,2.29,-13.44,3,4.5,-5.48,-4.91,2.31,0.11,0.65,-0.74,0.17,3699,W
59,0.56,-0.83,1.56,-13.44,3,4.5,-5.48,-4.91,2.31,0.11,0.65,-0.74,0.17,3735,W
60,0.56,-0.83,1.56,-13.44,3,4.5,-5.48,-4.91,2.31,0.34,0.45,-0.71,0.42,3751,W
61,0.56,-0.83,1.56,-13.44,3,4.5,-4.37,-3.11,2.61,0.34,0.45,-0.71,0.42,3764,W
62,0.31,-0.37,0.82,-13.44,3,4.5,-4.37,-3.11,2.61,0.34,0.45,-0.71,0.42,3779,W
63,0.31,-0.37,0.82,1.81,4.19,-43.06,-4.37,-3.11,2.61,0.34,0.45,-0.71,0.42,3800,W
64,0.31,-0.37,0.82,1.81,4.19,-43.06,-4.48,-2.88,2.54,0.34,0.45,-0.71,0.42,3818,W
65,0.11,-0.37,0.23,1.81,4.19,-43.06,-4.48,-2.88,2.54,0.34,0.45,-0.71,0.42,3844,W
66,0.11,-0.37,0.23,1.81,4.19,-43.06,-4.79,-2.92,2.35,0.34,0.45,-0.71,0.42,3860,W
67,0.11,-0.37,0.23,1.81,4.19,-43.06,-4.45,-3,2.5,0.34,0.45,-0.71,0.42,3884,W
68,-0.18,-0.31,-0.31,1.81,4.19,-43.06,-4.45,-3,2.5,0.34,0.45,-0.71,0.42,3902,W
69,-0.18,-0.31,-0.31,1.81,4.19,-43.06,-4.41,-2.84,2.77,0.34,0.45,-0.71,0.42,3915,W
70,-0.37,-0.09,-0.74,1.81,4.19,-43.06,-4.41,-2.84,2.77,0.34,0.45,-0.71,0.42,3933,W
71,-0.37,-0.09,-0.74,3.12,5.62,-51.25,-4.41,-2.84,2.77,0.34,0.45,-0.71,0.42,4062,W
72,-0.37,-0.09,-0.74,3.12,5.62,-51.25,-4.98,-6.48,2.5,0.34,0.45,-0.71,0.42,4079,W
73,-0.94,-0.56,-1.68,3.12,5.62,-51.25,-4.98,-6.48,2.5,0.34,0.45,-0.71,0.42,4095,W
74,-0.94,-0.56,-1.68,3.12,5.62,-51.25,-4.45,-9.74,1.66,0.34,0.45,-0.71,0.42,4113,W
75,-1.17,-0.57,-1.9,3.12,5.62,-51.25,-4.45,-9.74,1.66,0.34,0.45,-0.71,0.42,4126,W
76,-1.17,-0.57,-1.9,3.12,5.62,-51.25,-4.45,-9.74,1.66,0.24,0.51,-0.74,0.36,4634,W
77,-1.17,-0.57,-1.9,3.12,5.62,-51.25,-4.1,-8.97,1.62,0.24,0.51,-0.74,0.36,4656,W
78,-1.17,-0.57,-1.9,3.12,5.62,-51.25,-3.68,-12.38,0.59,0.24,0.51,-0.74,0.36,4671,W
79,0.39,0.33,0.38,3.12,5.62,-51.25,-3.68,-12.38,0.59,0.24,0.51,-0.74,0.36,4787,W
80,0.39,0.33,0.38,3.12,5.62,-51.25,-2.53,-11.35,0.82,0.24,0.51,-0.74,0.36,4805,W
81,0.39,0.33,0.38,3.12,5.62,-51.25,-1.77,-11.31,1.16,0.24,0.51,-0.74,0.36,4818,W
82,1.3,0.81,2.46,3.12,5.62,-51.25,-1.77,-11.31,1.16,0.24,0.51,-0.74,0.36,4831,W
83,1.3,0.81,2.46,-26.37,21.44,-22.62,-1.77,-11.31,1.16,0.24,0.51,-0.74,0.36,5022,W
84,1.3,0.81,2.46,-26.37,21.44,-22.62,-2.03,-13.19,1.62,0.24,0.51,-0.74,0.36,5045,W
85,1.3,0.81,2.46,-26.37,21.44,-22.62,-5.86,-9.59,1.93,0.24,0.51,-0.74,0.36,5068,W
86,0.79,-0.77,3.29,-26.37,21.44,-22.62,-5.86,-9.59,1.93,0.24,0.51,-0.74,0.36,5086,W
87,0.79,-0.77,3.29,7.37,7.5,-47.69,-5.86,-9.59,1.93,0.24,0.51,-0.74,0.36,5102,W
88,0.79,-0.77,3.29,7.37,7.5,-47.69,-5.48,-6.79,1.54,0.24,0.51,-0.74,0.36,5136,W
89,0.51,-1.11,2.79,7.37,7.5,-47.69,-5.48,-6.79,1.54,0.24,0.51,-0.74,0.36,5162,W
90,0.51,-1.11,2.79,7.37,7.5,-47.69,-4.6,-4.72,1.93,0.24,0.51,-0.74,0.36,5175,W
91,0.37,-0.91,2.15,7.37,7.5,-47.69,-4.6,-4.72,1.93,0.24,0.51,-0.74,0.36,5191,W
92,0.37,-0.91,2.15,7.37,7.5,-47.69,-4.21,-4.07,1.93,0.24,0.51,-0.74,0.36,5205,W
93,0.14,-0.53,1.35,7.37,7.5,-47.69,-4.21,-4.07,1.93,0.24,0.51,-0.74,0.36,5220,W
94,0.14,-0.53,1.35,7.37,7.5,-47.69,-4.21,-4.07,1.93,0.34,0.42,-0.69,0.48,5402,W
95,0.14,-0.53,1.35,7.37,7.5,-47.69,-3.87,-3.42,2.23,0.34,0.42,-0.69,0.48,5899,W
96,0.14,-0.53,1.35,7.37,7.5,-47.69,-4.98,-7.71,1.2,0.34,0.42,-0.69,0.48,5915,W
97,-0.38,0.13,-0.5,7.37,7.5,-47.69,-4.98,-7.71,1.2,0.34,0.42,-0.69,0.48,5928,W
98,-0.38,0.13,-0.5,7.37,7.5,-47.69,-4.98,-7.71,1.2,-0.1,0.75,-0.65,0.08,6366,T
99,-0.38,0.13,-0.5,7.37,7.5,-47.69,-5.71,-9.09,1.16,-0.1,0.75,-0.65,0.08,6935,T
100,0.13,-1.28,2.14,7.37,7.5,-47.69,-5.71,-9.09,1.16,-0.1,0.75,-0.65,0.08,6949,T
101,0.13,-1.28,2.14,7.37,7.5,-47.69,-5.71,-9.43,0.16,-0.1,0.75,-0.65,0.08,6970,T
102,-1.29,-1.67,0.46,7.37,7.5,-47.69,-5.71,-9.43,0.16,-0.1,0.75,-0.65,0.08,6983,T
103,-1.29,-1.67,0.46,7.37,7.5,-47.69,-5.71,-9.43,0.16,-0.25,0.6,-0.44,0.62,6999,T
104,-1.29,-1.67,0.46,7.37,7.5,-47.69,-5.33,-8.32,0.28,-0.25,0.6,-0.44,0.62,7012,T
105,-1.23,-2.06,0.4,7.37,7.5,-47.69,-5.33,-8.32,0.28,-0.25,0.6,-0.44,0.62,7028,T
106,-1.23,-2.06,0.4,7.37,7.5,-47.69,-5.33,-8.32,0.28,-0.28,0.59,-0.4,0.64,7355,T
107,-1.23,-2.06,0.4,7.37,7.5,-47.69,-5.75,-8.25,0.51,-0.28,0.59,-0.4,0.64,7378,T
108,-1.23,-2.06,0.4,7.37,7.5,-47.69,-4.37,-7.02,2.16,-0.28,0.59,-0.4,0.64,7392,T
109,-1.23,-2.06,0.4,7.37,7.5,-47.69,-4.06,-6.41,1.93,-0.28,0.59,-0.4,0.64,7408,T
110,-0.36,-0.24,-0.03,7.37,7.5,-47.69,-4.06,-6.41,1.93,-0.28,0.59,-0.4,0.64,7424,T
111,-0.36,-0.24,-0.03,7.37,7.5,-47.69,-4.06,-6.41,1.93,-0.44,0.5,-0.2,0.72,7598,T
112,-0.36,-0.24,-0.03,-8.81,16.69,-32.75,-4.06,-6.41,1.93,-0.44,0.5,-0.2,0.72,7629,T
113,-0.36,-0.24,-0.03,-8.81,16.69,-32.75,-5.02,-8.86,0.82,-0.44,0.5,-0.2,0.72,7643,T
114,-0.36,-0.24,-0.03,-8.81,16.69,-32.75,-5.02,-8.44,0.78,-0.44,0.5,-0.2,0.72,7662,T
115,0.04,-0.44,1.07,-8.81,16.69,-32.75,-5.02,-8.44,0.78,-0.44,0.5,-0.2,0.72,7676,T
116,0.04,-0.44,1.07,-8.81,16.69,-32.75,-5.02,-8.44,0.78,-0.41,0.48,-0.12,0.76,7691,T
117,0.04,-0.44,1.07,-8.81,16.69,-32.75,-5.94,-8.44,1.23,-0.41,0.48,-0.12,0.76,7858,T
118,0.04,-0.44,1.07,-8.81,16.69,-32.75,-6.63,-7.98,1.39,-0.41,0.48,-0.12,0.76,7885,T
119,0.04,-0.44,1.07,-8.81,16.69,-32.75,-7.62,-7.86,3.54,-0.41,0.48,-0.12,0.76,7901,T
120,0.04,-0.44,1.07,-8.81,16.69,-32.75,-7.78,-7.82,3.34,-0.41,0.48,-0.12,0.76,7919,T
121,0.36,-0.71,-0.06,-8.81,16.69,-32.75,-7.78,-7.82,3.34,-0.41,0.48,-0.12,0.76,7933,T
122,0.36,-0.71,-0.06,-8.81,16.69,-32.75,-7.78,-7.82,3.34,-0.38,0.44,-0.05,0.81,7953,T
123,0.36,-0.71,-0.06,-8.81,16.69,-32.75,-7.05,-7.94,4,-0.38,0.44,-0.05,0.81,7968,T
124,0.36,-0.51,-0.08,-8.81,16.69,-32.75,-7.05,-7.94,4,-0.38,0.44,-0.05,0.81,7982,T
125,0.36,-0.51,-0.08,-8.81,16.69,-32.75,-7.05,-7.94,4,-0.37,0.42,-0.05,0.82,7995,T
126,0.36,-0.51,-0.08,-8.81,16.69,-32.75,-6.59,-7.25,3.8,-0.37,0.42,-0.05,0.82,8330,T
127,0.28,-0.53,-0.02,-8.81,16.69,-32.75,-6.59,-7.25,3.8,-0.37,0.42,-0.05,0.82,8363,T
128,0.28,-0.53,-0.02,-8.81,16.69,-32.75,-6.09,-6.37,5.64,-0.37,0.42,-0.05,0.82,8377,T
129,0.16,-0.07,0.06,-8.81,16.69,-32.75,-6.09,-6.37,5.64,-0.37,0.42,-0.05,0.82,8394,T
130,0.16,-0.07,0.06,-5.5,14.75,-51.81,-6.09,-6.37,5.64,-0.37,0.42,-0.05,0.82,8408,T
131,0.16,-0.07,0.06,-5.5,14.75,-51.81,-6.25,-6.25,5.14,-0.37,0.42,-0.05,0.82,8426,T
132,0.07,-0.16,0.11,-5.5,14.75,-51.81,-6.25,-6.25,5.14,-0.37,0.42,-0.05,0.82,8441,T
133,0.07,-0.16,0.11,-4.25,13.56,-53.69,-6.25,-6.25,5.14,-0.37,0.42,-0.05,0.82,8455,T
134,0.07,-0.16,0.11,-4.25,13.56,-53.69,-6.25,-5.87,5.03,-0.37,0.42,-0.05,0.82,8475,T
135,-0.07,-0.03,0.03,-4.25,13.56,-53.69,-6.25,-5.87,5.03,-0.37,0.42,-0.05,0.82,8832,T
136,-0.07,-0.03,0.03,-4.25,13.56,-53.69,-6.25,-5.87,5.03,-0.33,0.36,-0.02,0.87,8858,T
137,-0.07,-0.03,0.03,-4.25,13.56,-53.69,-8.66,-7.63,5.34,-0.33,0.36,-0.02,0.87,8873,T
138,-0.09,-0.25,0.4,-4.25,13.56,-53.69,-8.66,-7.63,5.34,-0.33,0.36,-0.02,0.87,8887,T
139,-0.09,-0.25,0.4,-4.25,13.56,-53.69,-8.66,-7.63,5.34,-0.34,0.43,-0.04,0.84,9129,T
140,-0.09,-0.25,0.4,-4.25,13.56,-53.69,-9,-7.44,5.03,-0.34,0.43,-0.04,0.84,9152,T
141,-0.09,-0.25,0.4,-4.25,13.56,-53.69,-5.9,-3.3,3.42,-0.34,0.43,-0.04,0.84,9166,T
142,-0.09,-0.25,0.4,-4.25,13.56,-53.69,-5.44,-2.23,3.15,-0.34,0.43,-0.04,0.84,9180,T
143,0.8,-0.45,2.1,-4.25,13.56,-53.69,-5.44,-2.23,3.15,-0.34,0.43,-0.04,0.84,9205,T
144,0.8,-0.45,2.1,-4.25,13.56,-53.69,-4.75,-1.39,3.42,-0.34,0.43,-0.04,0.84,9219,T
145,0.63,-0.31,2.17,-4.25,13.56,-53.69,-4.75,-1.39,3.42,-0.34,0.43,-0.04,0.84,9240,T
146,0.63,-0.31,2.17,-4.25,13.56,-53.69,-4.75,-1.39,3.42,-0.17,0.45,0.14,0.87,9257,T
147,0.63,-0.31,2.17,-4.25,13.56,-53.69,-4.71,0.34,3.38,-0.17,0.45,0.14,0.87,9272,T
148,0.32,-0.54,1.92,-4.25,13.56,-53.69,-4.71,0.34,3.38,-0.17,0.45,0.14,0.87,9500,W
149,0.32,-0.54,1.92,-4.25,13.56,-53.69,-4.71,0.34,3.38,-0.13,0.45,0.18,0.86,9524,W
150,0.32,-0.54,1.92,-4.25,13.56,-53.69,-6.93,2.82,4.61,-0.13,0.45,0.18,0.86,9537,W
151,-0.59,0.04,0.43,-4.25,13.56,-53.69,-6.93,2.82,4.61,-0.13,0.45,0.18,0.86,9556,W
152,-0.59,0.04,0.43,-4.25,13.56,-53.69,-6.74,2.75,5.03,-0.13,0.45,0.18,0.86,9570,W
153,-0.94,0.47,0.55,-4.25,13.56,-53.69,-6.74,2.75,5.03,-0.13,0.45,0.18,0.86,9594,W
154,-0.94,0.47,0.55,-4.25,13.56,-53.69,-6.74,2.75,5.03,-0.1,0.41,0.32,0.85,9610,W
155,-0.94,0.47,0.55,-4.25,13.56,-53.69,-7.93,1.79,6.48,-0.1,0.41,0.32,0.85,9660,W
156,-0.97,0.67,0.88,-4.25,13.56,-53.69,-7.93,1.79,6.48,-0.1,0.41,0.32,0.85,9679,W
157,-1.23,0.19,1.1,-4.25,13.56,-53.69,-7.93,1.79,6.48,-0.1,0.41,0.32,0.85,9694,W
158,-1.23,0.19,1.1,13.06,-9.69,-47.38,-7.93,1.79,6.48,-0.1,0.41,0.32,0.85,9713,W
159,-1.23,0.19,1.1,13.06,-9.69,-47.38,-8.28,2.1,6.98,-0.1,0.41,0.32,0.85,9728,W
160,-1.46,0.18,1.21,13.06,-9.69,-47.38,-8.28,2.1,6.98,-0.1,0.41,0.32,0.85,9743,W
161,-1.46,0.18,1.21,13.06,-9.69,-47.38,-8.28,2.1,6.98,-0.15,0.41,0.41,0.8,9885,W
162,-1.46,0.18,1.21,13.06,-9.69,-47.38,-7.36,2.37,6.64,-0.15,0.41,0.41,0.8,9907,W
163,-1.46,0.18,1.21,13.06,-9.69,-47.38,-6.25,1.18,5.03,-0.15,0.41,0.41,0.8,9921,W
164,-1.41,0.44,0.86,13.06,-9.69,-47.38,-6.25,1.18,5.03,-0.15,0.41,0.41,0.8,9935,W
165,-1.41,0.44,0.86,13.06,-9.69,-47.38,-6.25,1.18,5.03,-0.21,0.37,0.57,0.7,9947,W
166,-1.41,0.44,0.86,13.06,-9.69,-47.38,-5.98,1.06,4.61,-0.21,0.37,0.57,0.7,10243,W
167,-1.41,0.44,0.86,13.06,-9.69,-47.38,-6.09,0.8,4.61,-0.21,0.37,0.57,0.7,10280,W
168,-1.41,0.44,0.86,13.06,-9.69,-47.38,-5.1,-10.39,2.54,-0.21,0.37,0.57,0.7,10298,W
169,-1.98,0.39,-2.63,13.06,-9.69,-47.38,-5.1,-10.39,2.54,-0.21,0.37,0.57,0.7,10321,W
170,-1.98,0.39,-2.63,13.06,-9.69,-47.38,-4.64,-10.89,2.31,-0.21,0.37,0.57,0.7,10340,W
171,-1.69,0.47,-2.09,13.06,-9.69,-47.38,-4.64,-10.89,2.31,-0.21,0.37,0.57,0.7,10361,W
172,-1.69,0.47,-2.09,13.06,-9.69,-47.38,-4.94,-11.27,2.08,-0.21,0.37,0.57,0.7,10377,W
173,-1.36,0.44,-1.71,13.06,-9.69,-47.38,-4.94,-11.27,2.08,-0.21,0.37,0.57,0.7,10391,W
174,-1.36,0.44,-1.71,13.06,-9.69,-47.38,-4.94,-11.27,2.08,-0.63,0.01,0.34,0.7,10407,W
175,-1.36,0.44,-1.71,13.06,-9.69,-47.38,-5.14,-11.62,2.23,-0.63,0.01,0.34,0.7,10424,W
176,-1.3,0.58,-1.59,13.06,-9.69,-47.38,-5.14,-11.62,2.23,-0.63,0.01,0.34,0.7,10437,W
177,-1.3,0.58,-1.59,13.06,-9.69,-47.38,-5.14,-11.62,2.23,-0.66,-0.02,0.3,0.69,10451,W
178,-1.3,0.58,-1.59,13.06,-9.69,-47.38,-5.17,-10.96,2.2,-0.66,-0.02,0.3,0.69,10465,W
179,-1.28,0.16,-1.53,13.06,-9.69,-47.38,-5.17,-10.96,2.2,-0.66,-0.02,0.3,0.69,10485,W
180,-1.28,0.16,-1.53,13.06,-9.69,-47.38,-5.17,-10.96,2.2,-0.68,-0.05,0.27,0.68,10501,W
181,-1.28,0.16,-1.53,13.06,-9.69,-47.38,-5.25,-10.24,2.08,-0.68,-0.05,0.27,0.68,10515,W
182,-1.28,0.16,-1.53,13.06,-9.69,-47.38,-4.79,-10.77,1.96,-0.68,-0.05,0.27,0.68,10529,W
183,-1,0.53,-0.9,13.06,-9.69,-47.38,-4.79,-10.77,1.96,-0.68,-0.05,0.27,0.68,10548,W
184,-1,0.53,-0.9,13.06,-9.69,-47.38,-4.79,-10.77,1.96,-0.7,-0.07,0.24,0.67,10564,W
185,-1,0.53,-0.9,13.06,-9.69,-47.38,-5.55,-8.89,1.81,-0.7,-0.07,0.24,0.67,10578,W
186,-0.84,-0.46,-0.73,13.06,-9.69,-47.38,-5.55,-8.89,1.81,-0.7,-0.07,0.24,0.67,10593,W
187,-0.84,-0.46,-0.73,13.06,-9.69,-47.38,-5.55,-8.89,1.81,-0.71,-0.09,0.23,0.66,10781,W
188,-0.84,-0.46,-0.73,13.06,-9.69,-47.38,-3.68,-8.13,1.2,-0.71,-0.09,0.23,0.66,10807,W
189,-0.84,-0.46,-0.73,-21.25,9.06,21.5,-3.68,-8.13,1.2,-0.71,-0.09,0.23,0.66,10835,W
190,-0.84,-0.46,-0.73,-21.25,9.06,21.5,-3.3,-9.59,0.51,-0.71,-0.09,0.23,0.66,10867,W
191,-0.84,-0.46,-0.73,-21.25,9.06,21.5,-2.37,-9.63,0.2,-0.71,-0.09,0.23,0.66,10887,W
192,0.65,1.1,0.38,-21.25,9.06,21.5,-2.37,-9.63,0.2,-0.71,-0.09,0.23,0.66,10903,W
193,0.65,1.1,0.38,-21.25,9.06,21.5,-2.91,-9.32,0.47,-0.71,-0.09,0.23,0.66,10920,W
194,0.65,1.1,0.38,-21.25,9.06,21.5,-2.95,-10.2,0.47,-0.71,-0.09,0.23,0.66,10934,W
195,0.86,1.29,0.54,-21.25,9.06,21.5,-2.95,-10.2,0.47,-0.71,-0.09,0.23,0.66,10953,W
196,0.86,1.29,0.54,-21.25,9.06,21.5,-4.1,-11.16,0.55,-0.71,-0.09,0.23,0.66,10968,W
197,0.99,0.56,0.57,-21.25,9.06,21.5,-4.1,-11.16,0.55,-0.71,-0.09,0.23,0.66,10982,W
198,0.99,0.56,0.57,-21.25,9.06,21.5,-4.1,-11.16,0.55,-0.73,-0.07,0.11,0.67,11005,W
199,0.99,0.56,0.57,-20,12.19,11.81,-4.1,-11.16,0.55,-0.73,-0.07,0.11,0.67,11019,W
200,0.99,0.56,0.57,-20,12.19,11.81,-3.34,-12.34,1.08,-0.73,-0.07,0.11,0.67,11032,W
201,0.99,0.67,0.84,-20,12.19,11.81,-3.34,-12.34,1.08,-0.73,-0.07,0.11,0.67,11054,W
202,0.99,0.67,0.84,-19.19,16.31,6.81,-3.34,-12.34,1.08,-0.73,-0.07,0.11,0.67,11068,W
203,1.04,0.22,1.46,-19.19,16.31,6.81,-3.34,-12.34,1.08,-0.73,-0.07,0.11,0.67,11082,W
204,1.04,0.22,1.46,-19.19,16.31,6.81,-3.34,-12.34,1.08,-0.7,-0.01,0.13,0.7,11096,W
205,1.04,0.22,1.46,-19.19,16.31,6.81,-3.34,-12.34,1.08,-0.7,-0.01,0.13,0.7,11110,W
206,1.04,0.22,1.46,-19.19,16.31,6.81,-3.3,-9.59,1.27,-0.7,-0.01,0.13,0.7,11124,W
207,1.23,-0.42,2.07,-19.19,16.31,6.81,-3.3,-9.59,1.27,-0.7,-0.01,0.13,0.7,11228,W
208,1.23,-0.42,2.07,-19.19,16.31,6.81,-3.3,-9.59,1.27,-0.68,0.02,0.17,0.71,11244,W
209,1.36,-0.08,2.6,-19.19,16.31,6.81,-3.3,-9.59,1.27,-0.68,0.02,0.17,0.71,11259,W
210,1.36,-0.08,2.6,-19.19,16.31,6.81,-4.1,-10.01,2.39,-0.68,0.02,0.17,0.71,11277,W
211,1.2,-0.39,2.65,-19.19,16.31,6.81,-4.1,-10.01,2.39,-0.68,0.02,0.17,0.71,11290,W
212,1.2,-0.39,2.65,-19.19,16.31,6.81,-4.1,-10.01,2.39,-0.59,0.16,0.3,0.74,11415,W
213,1.2,-0.39,2.65,-19.19,16.31,6.81,-5.1,-9.28,2.58,-0.59,0.16,0.3,0.74,11432,W
214,0.96,-0.65,1.93,-19.19,16.31,6.81,-5.1,-9.28,2.58,-0.59,0.16,0.3,0.74,11443,W
215,0.96,-0.65,1.93,-19.19,16.31,6.81,-5.1,-9.28,2.58,-0.47,0.24,0.43,0.73,11459,W
